,SPY,QQQ,EEM,VT,ESGV,VSGX,VTI,GLD,cash_balance,total_value
2022-12-03,289,361,281,251,321,281,283,13,-352370.02995300293,1728.748649597168
2022-12-04,289,361,281,251,321,281,283,13,-352370.02995300293,1728.748649597168
2022-12-05,289,361,281,251,321,281,283,13,-352370.02995300293,-4506.828128814697
2022-12-06,289,361,281,251,321,281,283,13,-352370.02995300293,-9836.828022003174
2022-12-07,289,361,281,251,321,281,283,13,-352370.02995300293,-10651.569484710693
2022-12-08,289,361,281,251,321,281,283,13,-352370.02995300293,-7492.041477203369
2022-12-09,289,361,281,251,321,281,283,13,-352370.02995300293,-9781.117877960205
2022-12-10,289,361,281,251,321,281,283,13,-352370.02995300293,-9781.117877960205
2022-12-11,289,361,281,251,321,281,283,13,-352370.02995300293,-9781.117877960205
2022-12-12,289,361,281,251,321,281,283,13,-352370.02995300293,-5621.800712585449
2022-12-13,289,361,281,251,321,281,283,13,-352370.02995300293,-2707.4907608032227
2022-12-14,289,361,281,251,321,281,283,13,-352370.02995300293,-4799.230030059814
2022-12-15,289,361,281,251,321,281,283,13,-352370.02995300293,-14286.652690887451
2022-12-16,289,361,281,251,321,281,283,13,-352370.02995300293,-18383.91082763672
2022-12-17,289,361,281,251,321,281,283,13,-352370.02995300293,-18383.91082763672
2022-12-18,289,361,281,251,321,281,283,13,-352370.02995300293,-18383.91082763672
2022-12-19,289,362,281,251,321,281,283,13,-352639.77995300293,-22070.03260421753
2022-12-20,289,363,281,251,321,281,283,13,-352909.31996154785,-21749.52635192871
2022-12-21,289,363,281,251,321,281,283,13,-352909.31996154785,-17063.895664215088
2022-12-22,289,364,281,251,321,281,283,13,-353176.0799713135,-22920.306022644043
2022-12-23,289,365,281,251,321,281,283,13,-353443.43995666504,-21571.055171966553
2022-12-24,289,365,281,251,321,281,283,13,-353443.43995666504,-21571.055171966553
2022-12-25,289,365,281,251,321,281,283,13,-353443.43995666504,-21571.055171966553
2022-12-26,289,365,281,251,321,281,283,13,-353443.43995666504,-21571.055171966553
2022-12-27,289,366,281,251,321,281,283,13,-353707.0199432373,-23497.317138671875
2022-12-28,289,367,281,251,321,281,283,13,-353967.1199493408,-27683.366680145264
2022-12-29,289,368,281,251,321,281,283,13,-354233.5599517822,-21203.619606018066
2022-12-30,289,369,281,251,321,281,283,13,-354499.8399505615,-22161.12098312378
2022-12-31,289,369,281,251,321,281,283,13,-354499.8399505615,-22161.12098312378
2023-01-01,289,369,281,251,321,281,283,13,-354499.8399505615,-22161.12098312378
